Pickup_date,Alphabet_City,Gramercy,GVillage_N,GVillage_S,Little_Italy,LES,SoHo,Union_Sq
2/6/15 22:00,40,106,128,151,133,149,100,225
2/6/15 23:00,37,154,160,184,143,172,98,223
2/7/15 0:00,57,109,119,208,118,201,71,151
2/7/15 1:00,37,67,48,106,74,194,55,91
2/7/15 2:00,21,40,34,87,52,138,31,36
2/7/15 3:00,10,32,19,39,25,117,13,29
2/7/15 4:00,7,26,14,14,13,65,8,12
2/7/15 5:00,9,14,13,9,11,13,6,7
2/7/15 6:00,8,20,9,5,21,17,16,7
2/7/15 7:00,10,12,18,6,9,15,15,16
2/7/15 8:00,11,24,11,12,13,18,19,21
2/7/15 9:00,13,39,36,15,21,24,27,40
2/7/15 10:00,20,31,52,36,39,24,26,39
2/7/15 11:00,26,65,50,32,33,46,54,57
2/7/15 12:00,31,85,70,39,60,50,57,76
2/7/15 13:00,24,64,69,56,41,69,69,93
2/7/15 14:00,32,58,48,32,65,68,60,101
2/7/15 15:00,25,54,49,44,86,66,62,65
2/7/15 16:00,33,69,82,57,104,75,78,96
2/7/15 17:00,36,96,79,48,118,69,97,125
2/7/15 18:00,34,130,96,79,120,91,124,153
2/7/15 19:00,54,158,116,90,105,90,117,166
2/7/15 20:00,35,131,132,89,100,119,102,165
2/7/15 21:00,44,115,95,96,107,122,104,139
2/7/15 22:00,51,115,119,121,108,118,88,161
2/7/15 23:00,49,150,136,146,133,201,99,183
2/8/15 0:00,31,118,126,239,104,215,77,150
2/8/15 1:00,31,78,86,175,101,270,63,95
2/8/15 2:00,30,50,52,141,60,229,30,49
2/8/15 3:00,25,38,29,57,47,168,17,39
2/8/15 4:00,20,21,12,26,26,64,18,30
2/8/15 5:00,9,24,11,10,12,17,6,15
2/8/15 6:00,6,7,11,10,7,11,3,14
2/8/15 7:00,5,12,15,8,15,22,8,12
2/8/15 8:00,13,16,13,7,11,13,12,30
2/8/15 9:00,13,33,22,20,17,28,22,33
2/8/15 10:00,17,28,39,19,33,28,29,47
2/8/15 11:00,20,59,51,25,38,36,44,44
2/8/15 12:00,21,62,58,34,39,51,42,53
2/8/15 13:00,24,61,59,41,43,39,50,56
2/8/15 14:00,24,60,69,42,41,59,59,82
2/8/15 15:00,19,54,50,37,67,51,71,85
2/8/15 16:00,19,76,67,60,65,72,67,89
2/8/15 17:00,19,58,54,41,85,52,84,110
2/8/15 18:00,32,77,62,50,70,61,63,100
2/8/15 19:00,21,62,55,39,58,53,54,100
2/8/15 20:00,16,42,44,43,66,50,28,53
2/8/15 21:00,19,31,38,51,41,46,39,57
2/8/15 22:00,14,34,51,32,46,43,27,63
2/8/15 23:00,11,20,33,32,30,30,35,39
2/9/15 0:00,7,11,13,16,18,18,14,20
2/9/15 1:00,2,6,7,10,7,9,9,16
2/9/15 2:00,0,4,4,9,2,9,1,6
2/9/15 3:00,1,2,7,3,2,3,5,2
2/9/15 4:00,6,6,5,7,7,9,8,8
2/9/15 5:00,6,15,17,13,9,18,15,15
2/9/15 6:00,25,52,39,19,23,25,27,21
2/9/15 7:00,25,71,79,28,46,35,43,56
2/9/15 8:00,33,110,85,45,30,43,53,76
2/9/15 9:00,54,121,82,40,46,67,47,65
2/9/15 10:00,26,64,44,27,44,42,43,75
2/9/15 11:00,23,44,39,26,40,45,42,84
2/9/15 12:00,18,44,54,28,41,33,50,79
2/9/15 13:00,8,25,36,26,38,31,50,65
2/9/15 14:00,14,47,44,27,46,26,61,78
2/9/15 15:00,21,45,56,44,53,23,56,84
2/9/15 16:00,14,42,59,28,56,23,59,112
2/9/15 17:00,11,57,69,38,70,33,59,172
2/9/15 18:00,23,63,95,52,93,38,94,204
2/9/15 19:00,16,74,97,62,120,37,105,195
2/9/15 20:00,19,82,76,74,107,59,89,218
2/9/15 21:00,12,48,59,90,81,54,77,147
2/9/15 22:00,11,51,55,61,88,50,55,102
2/9/15 23:00,18,24,43,40,40,35,49,73
2/10/15 0:00,0,16,16,16,14,30,20,36
2/10/15 1:00,4,11,9,10,11,11,6,18
2/10/15 2:00,1,4,6,4,8,16,4,15
2/10/15 3:00,2,1,3,2,3,3,8,4
2/10/15 4:00,7,7,5,2,8,4,4,15
2/10/15 5:00,7,19,16,7,11,15,13,8
2/10/15 6:00,12,26,30,24,20,26,30,27
2/10/15 7:00,27,52,48,21,35,35,42,47
2/10/15 8:00,20,75,58,34,45,39,65,55
2/10/15 9:00,27,85,55,31,43,49,58,49
2/10/15 10:00,25,43,39,27,43,43,50,76
2/10/15 11:00,15,38,44,27,46,29,45,69
2/10/15 12:00,21,29,53,32,48,26,43,74
2/10/15 13:00,15,31,52,24,41,18,50,89
2/10/15 14:00,9,34,47,28,43,31,62,101
2/10/15 15:00,11,33,49,39,51,31,63,95
2/10/15 16:00,11,64,65,39,68,18,77,139
2/10/15 17:00,17,55,85,52,83,37,97,194
2/10/15 18:00,22,57,113,63,123,45,128,241
2/10/15 19:00,27,85,108,70,117,52,121,232
2/10/15 20:00,18,121,94,76,118,76,101,234
2/10/15 21:00,13,71,79,95,102,93,94,189
2/10/15 22:00,4,66,61,104,83,94,85,161
2/10/15 23:00,19,33,68,57,62,75,63,102
2/11/15 0:00,4,26,29,35,35,44,37,55
2/11/15 1:00,9,19,14,16,16,29,13,31
2/11/15 2:00,3,6,7,12,6,18,7,10
2/11/15 3:00,2,7,6,4,6,8,7,3
2/11/15 4:00,8,4,8,5,5,11,11,8
2/11/15 5:00,8,18,11,9,12,5,10,13
2/11/15 6:00,22,32,25,19,23,22,31,25
2/11/15 7:00,34,64,62,29,40,35,55,46
2/11/15 8:00,25,98,72,34,47,41,62,58
2/11/15 9:00,25,114,73,32,56,45,56,71
2/11/15 10:00,23,49,41,23,36,43,60,75
2/11/15 11:00,19,48,47,32,54,30,57,88
2/11/15 12:00,12,40,55,33,45,29,54,99
2/11/15 13:00,13,44,58,36,58,28,51,100
2/11/15 14:00,8,37,51,33,57,40,67,122
2/11/15 15:00,16,39,61,33,51,33,87,140
2/11/15 16:00,12,41,67,45,75,31,79,150
2/11/15 17:00,12,74,86,51,87,37,96,204
2/11/15 18:00,8,77,112,68,135,46,123,273
2/11/15 19:00,25,91,106,81,124,69,133,263
2/11/15 20:00,21,108,99,94,111,84,119,226
2/11/15 21:00,18,99,122,125,107,77,129,248
2/11/15 22:00,11,83,69,98,106,82,98,215
2/11/15 23:00,23,56,79,86,78,91,72,110
2/12/15 0:00,7,43,37,42,47,56,46,58
2/12/15 1:00,8,19,17,26,25,31,28,23
2/12/15 2:00,0,12,8,14,17,12,18,12
2/12/15 3:00,4,8,5,11,6,14,4,10
2/12/15 4:00,14,13,7,19,5,8,14,5
2/12/15 5:00,6,24,15,11,6,22,13,15
2/12/15 6:00,15,28,29,21,28,32,25,31
2/12/15 7:00,30,56,46,26,43,34,48,53
2/12/15 8:00,30,100,59,33,46,44,64,66
2/12/15 9:00,34,105,74,51,44,60,60,67
2/12/15 10:00,31,52,46,31,43,47,48,79
2/12/15 11:00,18,39,48,24,43,32,46,72
2/12/15 12:00,10,39,40,24,59,25,53,76
2/12/15 13:00,22,40,60,29,54,29,74,120
2/12/15 14:00,22,43,63,28,60,35,71,145
2/12/15 15:00,7,54,75,59,77,40,88,141
2/12/15 16:00,15,64,80,52,86,46,82,157
2/12/15 17:00,17,86,99,63,120,44,95,207
2/12/15 18:00,13,89,147,89,150,81,132,208
2/12/15 19:00,32,136,143,96,134,97,144,239
2/12/15 20:00,29,124,116,112,192,95,145,245
2/12/15 21:00,28,94,119,137,161,128,160,290
2/12/15 22:00,26,102,165,169,159,165,171,314
2/12/15 23:00,29,95,156,125,159,150,102,255
2/13/15 0:00,18,52,64,86,114,144,86,128
2/13/15 1:00,10,37,34,52,46,71,51,73
2/13/15 2:00,8,21,15,21,23,47,25,36
2/13/15 3:00,4,12,21,15,15,35,15,24
2/13/15 4:00,6,21,14,9,11,15,18,23
2/13/15 5:00,11,30,24,12,12,24,21,15
2/13/15 6:00,14,34,27,11,23,30,27,35
2/13/15 7:00,24,67,48,32,32,36,40,56
2/13/15 8:00,22,104,76,45,30,46,50,59
2/13/15 9:00,35,165,81,43,57,48,73,67
2/13/15 10:00,42,71,85,29,71,52,73,94
2/13/15 11:00,26,54,56,30,57,39,72,121
2/13/15 12:00,17,49,56,35,73,38,66,95
2/13/15 13:00,11,37,62,60,77,32,66,111
2/13/15 14:00,11,58,58,42,63,43,82,121
2/13/15 15:00,12,67,81,50,67,38,80,159
2/13/15 16:00,21,85,96,69,100,48,83,192
2/13/15 17:00,22,101,114,72,109,46,109,262
2/13/15 18:00,20,104,148,87,136,68,121,307
2/13/15 19:00,41,141,152,137,151,109,147,300
2/13/15 20:00,46,178,184,116,174,115,156,270
2/13/15 21:00,41,165,174,136,169,153,140,279
2/13/15 22:00,47,153,166,164,176,176,129,352
2/13/15 23:00,46,188,200,216,193,182,115,307
2/14/15 0:00,41,182,182,203,140,231,131,215
2/14/15 1:00,31,94,100,128,126,236,86,124
2/14/15 2:00,21,50,47,76,68,190,58,81
2/14/15 3:00,15,50,27,55,34,112,20,54
2/14/15 4:00,11,26,14,28,24,67,16,38
2/14/15 5:00,8,21,16,10,11,25,13,25
2/14/15 6:00,12,25,17,11,17,14,10,15
2/14/15 7:00,17,24,20,8,9,14,17,14
2/14/15 8:00,6,31,24,9,28,24,21,22
2/14/15 9:00,17,49,32,16,30,35,37,39
2/14/15 10:00,22,52,46,25,41,43,40,52
2/14/15 11:00,28,55,50,40,70,54,54,69
2/14/15 12:00,26,69,82,37,61,62,54,72
2/14/15 13:00,27,63,52,64,70,69,78,103
2/14/15 14:00,22,65,75,57,90,78,69,102
2/14/15 15:00,26,81,90,96,116,108,133,138
2/14/15 16:00,31,81,107,95,148,93,148,187
2/14/15 17:00,38,125,135,109,142,122,171,204
2/14/15 18:00,50,124,141,111,128,119,183,211
2/14/15 19:00,58,165,171,106,133,135,172,242
2/14/15 20:00,58,187,157,102,154,163,176,242
2/14/15 21:00,52,134,152,160,146,175,139,217
2/14/15 22:00,42,94,156,142,162,179,138,216
2/14/15 23:00,33,152,196,227,195,191,146,252
2/15/15 0:00,47,129,190,225,168,206,113,230
2/15/15 1:00,26,93,81,120,147,206,56,113
2/15/15 2:00,32,81,47,84,86,204,29,81
2/15/15 3:00,27,67,22,44,60,195,22,71
2/15/15 4:00,13,22,16,27,30,78,24,40
2/15/15 5:00,11,17,7,17,11,31,7,21
2/15/15 6:00,10,14,14,6,9,14,15,12
2/15/15 7:00,15,9,15,8,9,16,16,8
2/15/15 8:00,15,23,11,11,10,21,10,13
2/15/15 9:00,17,35,28,15,35,18,18,25
2/15/15 10:00,24,42,36,22,43,42,27,42
2/15/15 11:00,27,64,55,22,69,59,34,64
2/15/15 12:00,27,69,79,29,75,49,62,93
2/15/15 13:00,32,80,76,56,100,66,87,89
2/15/15 14:00,26,75,82,65,92,81,94,139
2/15/15 15:00,25,62,84,87,117,81,129,133
2/15/15 16:00,31,91,117,90,160,100,139,128
2/15/15 17:00,35,79,98,111,147,100,116,163
2/15/15 18:00,33,103,140,118,114,94,183,187
2/15/15 19:00,46,141,144,118,152,114,125,188
2/15/15 20:00,45,127,134,128,146,143,100,203
2/15/15 21:00,29,90,101,136,122,140,107,184
2/15/15 22:00,24,118,143,112,134,142,111,211
2/15/15 23:00,37,125,123,117,101,123,100,184
2/16/15 0:00,39,90,91,84,67,124,78,157
2/16/15 1:00,13,35,40,61,53,99,45,64
2/16/15 2:00,6,23,25,20,37,54,15,42
2/16/15 3:00,3,17,13,18,33,29,5,33
2/16/15 4:00,8,15,7,9,11,20,23,11
2/16/15 5:00,4,21,9,4,15,25,12,18
2/16/15 6:00,13,23,23,8,17,24,11,18
2/16/15 7:00,18,39,22,15,25,30,28,18
2/16/15 8:00,17,52,42,21,28,33,31,38
2/16/15 9:00,27,70,45,39,47,44,50,45
2/16/15 10:00,30,60,55,40,43,43,39,79
2/16/15 11:00,25,49,85,34,64,44,57,74
2/16/15 12:00,23,63,58,35,70,61,64,101
2/16/15 13:00,24,66,58,41,67,42,64,102
2/16/15 14:00,21,51,56,39,69,44,78,111
2/16/15 15:00,16,68,56,40,72,63,85,99
2/16/15 16:00,28,67,62,53,110,59,112,129
2/16/15 17:00,20,63,78,62,100,76,111,163
2/16/15 18:00,29,75,127,67,121,76,115,177
2/16/15 19:00,31,73,105,64,121,78,92,201
2/16/15 20:00,29,84,85,76,107,80,97,162
2/16/15 21:00,20,64,66,82,91,94,72,156
2/16/15 22:00,10,50,69,86,94,73,61,115
2/16/15 23:00,12,49,65,76,67,66,60,78
2/17/15 0:00,10,23,47,36,34,49,32,30
2/17/15 1:00,8,34,11,16,21,18,13,12
2/17/15 2:00,2,20,6,12,9,15,6,11
2/17/15 3:00,2,3,6,8,11,7,2,8
2/17/15 4:00,3,9,12,6,7,8,5,7
2/17/15 5:00,4,17,17,4,15,11,13,14
2/17/15 6:00,18,62,38,21,23,19,30,33
2/17/15 7:00,24,83,54,28,30,32,41,58
2/17/15 8:00,34,110,73,34,49,55,63,80
2/17/15 9:00,44,113,81,43,62,55,80,100
2/17/15 10:00,27,70,67,28,56,50,68,84
2/17/15 11:00,16,65,55,34,69,37,59,98
2/17/15 12:00,21,56,53,24,65,30,60,117
2/17/15 13:00,18,45,50,33,68,28,62,99
2/17/15 14:00,18,41,59,27,64,32,63,104
2/17/15 15:00,13,44,68,41,90,49,78,107
2/17/15 16:00,10,64,77,39,93,28,89,144
2/17/15 17:00,15,61,88,58,93,37,89,203
2/17/15 18:00,34,83,127,62,128,51,131,250
2/17/15 19:00,16,80,117,73,138,58,127,219
2/17/15 20:00,15,74,114,84,132,72,109,214
2/17/15 21:00,17,68,83,82,112,78,77,181
2/17/15 22:00,6,60,78,55,97,84,76,161
2/17/15 23:00,15,49,74,71,72,73,66,79
2/18/15 0:00,8,43,41,32,32,38,34,63
2/18/15 1:00,4,14,9,25,26,29,16,28
2/18/15 2:00,8,9,13,15,11,15,3,20
2/18/15 3:00,0,4,6,4,5,8,4,7
2/18/15 4:00,2,14,8,14,10,12,11,12
2/18/15 5:00,8,15,20,7,13,12,13,15
2/18/15 6:00,25,27,31,15,31,28,22,26
2/18/15 7:00,18,66,54,21,26,37,44,45
2/18/15 8:00,37,101,68,29,37,41,52,77
2/18/15 9:00,44,95,74,37,54,63,60,93
2/18/15 10:00,31,65,61,44,44,41,55,66
2/18/15 11:00,12,35,56,14,49,27,46,90
2/18/15 12:00,14,30,45,35,44,40,58,94
2/18/15 13:00,18,42,40,36,52,34,46,101
2/18/15 14:00,19,42,61,21,54,35,56,100
2/18/15 15:00,6,50,55,38,54,21,84,110
2/18/15 16:00,8,63,65,44,104,51,76,166
2/18/15 17:00,19,68,81,47,100,41,114,203
2/18/15 18:00,24,77,78,74,126,67,114,308
2/18/15 19:00,19,106,144,83,167,77,137,270
2/18/15 20:00,22,119,130,94,131,93,120,211
2/18/15 21:00,17,92,113,103,123,82,88,196
2/18/15 22:00,24,54,76,99,118,103,80,170
2/18/15 23:00,10,76,58,69,98,88,48,114
2/19/15 0:00,7,43,33,45,40,72,29,43
2/19/15 1:00,5,10,16,21,33,26,15,26
2/19/15 2:00,2,7,7,12,19,29,7,10
2/19/15 3:00,4,7,5,7,7,22,7,8
2/19/15 4:00,6,10,6,5,14,21,5,10
2/19/15 5:00,11,14,14,12,13,20,17,15
2/19/15 6:00,15,52,33,13,28,34,24,26
2/19/15 7:00,36,65,64,28,36,47,49,52
2/19/15 8:00,26,102,78,43,40,61,75,68
2/19/15 9:00,47,104,83,39,65,49,53,100
2/19/15 10:00,25,56,48,34,51,51,48,75
2/19/15 11:00,14,51,57,24,52,37,67,87
2/19/15 12:00,15,56,55,27,72,33,49,107
2/19/15 13:00,7,35,55,38,60,41,60,137
2/19/15 14:00,18,42,74,36,46,39,65,131
2/19/15 15:00,14,63,71,50,67,41,83,127
2/19/15 16:00,24,74,102,55,106,42,86,182
2/19/15 17:00,17,68,142,67,122,48,113,242
2/19/15 18:00,33,95,185,89,144,83,164,364
2/19/15 19:00,31,155,196,121,207,107,196,418
2/19/15 20:00,32,135,182,160,202,133,195,318
2/19/15 21:00,30,118,175,173,144,135,160,365
2/19/15 22:00,26,100,164,152,155,156,149,327
2/19/15 23:00,25,103,104,182,131,143,71,242
2/20/15 0:00,21,72,56,76,61,119,42,108
2/20/15 1:00,15,36,34,43,31,78,38,63
2/20/15 2:00,1,13,13,19,17,52,9,40
2/20/15 3:00,3,9,9,9,21,25,7,13
2/20/15 4:00,9,14,9,13,13,20,8,17
2/20/15 5:00,7,32,17,9,16,18,16,17
2/20/15 6:00,19,40,30,25,25,29,26,32
2/20/15 7:00,29,88,75,29,36,34,50,57
2/20/15 8:00,43,127,87,44,42,38,64,81
2/20/15 9:00,34,155,81,40,46,75,59,94
2/20/15 10:00,42,77,74,32,60,52,74,91
2/20/15 11:00,25,54,63,34,55,45,60,94
2/20/15 12:00,20,43,71,38,53,38,83,128
2/20/15 13:00,14,54,95,28,81,46,64,131
2/20/15 14:00,14,83,66,56,84,43,76,148
2/20/15 15:00,13,60,80,56,92,41,107,172
2/20/15 16:00,21,84,89,60,119,45,116,225
2/20/15 17:00,25,83,123,76,113,64,128,256
2/20/15 18:00,40,123,161,107,154,71,172,362
2/20/15 19:00,58,171,186,114,195,117,180,390
2/20/15 20:00,59,148,178,137,210,151,148,303
2/20/15 21:00,52,172,134,146,189,166,121,235
2/20/15 22:00,47,136,133,168,205,174,110,278
2/20/15 23:00,57,165,200,190,190,216,121,245
2/21/15 0:00,39,128,156,207,118,203,86,215
2/21/15 1:00,40,73,61,135,108,214,62,115
2/21/15 2:00,26,55,38,83,51,164,40,68
2/21/15 3:00,19,39,21,34,36,102,25,36
2/21/15 4:00,11,29,17,12,23,46,6,22
2/21/15 5:00,5,20,17,12,8,26,13,17
2/21/15 6:00,9,17,6,8,13,15,14,11
2/21/15 7:00,13,17,16,9,13,17,5,17
2/21/15 8:00,10,35,17,10,26,22,13,30
2/21/15 9:00,14,34,43,25,30,31,28,36
2/21/15 10:00,30,47,53,28,39,36,39,61
2/21/15 11:00,27,67,64,25,41,49,51,68
2/21/15 12:00,31,70,64,45,69,56,60,71
2/21/15 13:00,31,64,77,47,83,68,78,112
2/21/15 14:00,29,84,80,75,103,96,104,130
2/21/15 15:00,24,109,72,74,122,88,130,154
2/21/15 16:00,33,99,111,99,148,109,140,191
2/21/15 17:00,40,136,127,110,142,117,162,227
2/21/15 18:00,48,161,175,104,157,117,157,230
2/21/15 19:00,66,204,210,105,189,146,137,263
2/21/15 20:00,58,179,192,161,152,186,159,210
2/21/15 21:00,44,154,159,134,152,154,107,237
2/21/15 22:00,55,141,185,162,179,205,94,288
2/21/15 23:00,46,198,217,244,217,227,112,275
2/22/15 0:00,48,166,177,280,163,268,137,190
2/22/15 1:00,28,99,108,256,114,341,79,132
2/22/15 2:00,26,51,38,169,77,311,43,98
2/22/15 3:00,14,53,19,73,49,184,21,38
2/22/15 4:00,8,30,21,15,25,66,9,18
2/22/15 5:00,5,13,10,10,12,15,14,12
2/22/15 6:00,6,10,10,9,12,9,8,11
2/22/15 7:00,7,10,14,5,7,16,7,4
2/22/15 8:00,4,20,21,8,18,20,12,16
2/22/15 9:00,20,28,31,7,24,22,29,30
2/22/15 10:00,12,44,42,18,33,38,18,46
2/22/15 11:00,26,40,62,25,44,44,39,55
2/22/15 12:00,12,60,66,27,37,52,51,63
2/22/15 13:00,18,57,52,37,49,48,53,75
2/22/15 14:00,13,59,56,46,55,52,60,85
2/22/15 15:00,21,56,52,30,58,68,52,80
2/22/15 16:00,15,53,66,57,78,45,77,99
2/22/15 17:00,19,58,63,57,97,47,103,93
2/22/15 18:00,39,73,77,64,74,76,75,109
2/22/15 19:00,30,81,78,61,87,66,75,97
2/22/15 20:00,13,44,40,51,67,65,41,82
2/22/15 21:00,20,31,52,48,51,58,41,74
2/22/15 22:00,16,55,57,53,60,50,43,90
2/22/15 23:00,13,35,41,39,20,37,32,55
2/23/15 0:00,29,55,56,40,38,37,34,84
2/23/15 1:00,3,11,7,15,7,18,12,18
2/23/15 2:00,4,3,7,9,3,6,4,8
2/23/15 3:00,4,0,7,5,5,7,6,2
2/23/15 4:00,6,13,11,4,7,11,3,9
2/23/15 5:00,10,25,16,10,7,18,13,13
2/23/15 6:00,20,35,28,14,14,23,26,32
2/23/15 7:00,27,73,46,14,26,34,32,46
2/23/15 8:00,26,92,70,36,21,42,50,59
2/23/15 9:00,30,96,63,33,44,60,39,71
2/23/15 10:00,27,46,45,26,44,41,47,71
2/23/15 11:00,15,39,46,25,44,22,48,62
2/23/15 12:00,13,47,38,20,39,35,49,65
2/23/15 13:00,12,31,35,37,34,31,40,99
2/23/15 14:00,10,31,48,40,47,34,58,89
2/23/15 15:00,16,46,56,28,70,37,65,119
2/23/15 16:00,15,63,69,48,62,42,64,121
2/23/15 17:00,15,63,91,41,71,43,100,175
2/23/15 18:00,16,106,156,61,111,60,91,284
2/23/15 19:00,22,94,192,81,142,59,133,263
2/23/15 20:00,19,87,133,100,116,97,125,270
2/23/15 21:00,13,49,126,96,108,79,88,251
2/23/15 22:00,15,55,80,101,95,81,88,158
2/23/15 23:00,6,37,50,59,72,80,43,116
2/24/15 0:00,10,18,21,27,39,49,17,56
2/24/15 1:00,6,10,13,24,14,27,9,22
2/24/15 2:00,0,7,6,11,5,10,3,16
2/24/15 3:00,2,5,0,7,7,9,4,6
2/24/15 4:00,1,6,5,4,5,11,5,8
2/24/15 5:00,8,11,15,8,7,20,14,7
2/24/15 6:00,17,39,36,17,32,34,35,25
2/24/15 7:00,38,95,64,31,43,47,68,58
2/24/15 8:00,35,127,87,48,42,42,82,85
2/24/15 9:00,51,122,99,46,66,64,56,97
2/24/15 10:00,47,67,65,43,51,42,44,88
2/24/15 11:00,25,52,69,33,55,36,60,99
2/24/15 12:00,21,42,60,25,59,27,66,84
2/24/15 13:00,8,41,62,34,49,37,52,101
2/24/15 14:00,16,53,53,41,64,37,76,119
2/24/15 15:00,21,55,73,51,56,39,65,130
2/24/15 16:00,19,60,85,69,84,43,68,164
2/24/15 17:00,13,60,97,54,74,41,104,249
2/24/15 18:00,20,97,144,76,143,61,125,275
2/24/15 19:00,22,103,132,85,150,76,132,287
2/24/15 20:00,33,77,128,123,156,108,104,294
2/24/15 21:00,13,82,112,133,117,100,104,224
2/24/15 22:00,8,54,97,106,97,107,79,222
2/24/15 23:00,15,63,58,79,69,88,63,110
2/25/15 0:00,10,20,33,43,52,59,43,54
2/25/15 1:00,3,13,14,21,11,24,11,27
2/25/15 2:00,2,6,3,17,12,18,11,11
2/25/15 3:00,3,7,5,5,2,9,2,12
2/25/15 4:00,3,3,3,7,8,15,7,11
2/25/15 5:00,8,14,16,11,9,14,15,17
2/25/15 6:00,18,33,22,18,18,22,26,37
2/25/15 7:00,27,60,44,20,29,38,53,51
2/25/15 8:00,23,99,71,37,33,40,49,56
2/25/15 9:00,41,110,79,39,40,57,45,75
2/25/15 10:00,25,49,48,35,53,31,47,74
2/25/15 11:00,16,59,46,22,44,21,49,84
2/25/15 12:00,26,27,42,26,57,26,61,99
2/25/15 13:00,11,38,44,19,44,40,47,98
2/25/15 14:00,13,38,68,31,73,30,67,103
2/25/15 15:00,14,51,64,33,54,31,69,120
2/25/15 16:00,17,55,70,37,71,28,76,152
2/25/15 17:00,20,56,92,56,85,38,89,215
2/25/15 18:00,23,88,120,85,129,54,116,289
2/25/15 19:00,18,97,122,84,148,71,128,228
2/25/15 20:00,25,86,104,82,120,89,138,236
2/25/15 21:00,20,92,101,101,129,93,65,210
2/25/15 22:00,17,50,101,76,99,99,81,211
2/25/15 23:00,11,50,57,77,91,87,50,123
2/26/15 0:00,9,25,19,46,39,49,36,59
2/26/15 1:00,3,25,14,28,12,27,21,16
2/26/15 2:00,2,5,8,25,6,24,9,8
2/26/15 3:00,1,6,7,7,6,16,7,10
2/26/15 4:00,5,13,5,5,9,22,8,18
2/26/15 5:00,10,22,18,8,5,19,20,16
2/26/15 6:00,13,37,44,17,23,25,30,22
2/26/15 7:00,31,76,48,33,27,40,52,43
2/26/15 8:00,31,101,60,43,38,53,67,85
2/26/15 9:00,48,137,77,43,47,54,61,73
2/26/15 10:00,25,60,50,31,47,39,48,83
2/26/15 11:00,28,49,52,24,45,32,63,83
2/26/15 12:00,17,49,51,33,52,34,47,93
2/26/15 13:00,20,47,60,35,52,30,50,116
2/26/15 14:00,20,55,70,43,67,32,78,134
2/26/15 15:00,14,46,90,48,85,40,65,169
2/26/15 16:00,8,77,88,52,95,56,88,200
2/26/15 17:00,11,80,89,65,94,43,105,219
2/26/15 18:00,27,95,160,67,159,55,138,291
2/26/15 19:00,25,135,148,89,157,80,140,284
2/26/15 20:00,21,111,140,95,153,111,112,296
2/26/15 21:00,29,86,136,127,159,136,121,297
2/26/15 22:00,15,91,109,128,136,133,87,316
2/26/15 23:00,24,69,107,120,105,124,88,218
2/27/15 0:00,13,77,47,96,55,87,57,116
2/27/15 1:00,12,29,16,63,30,57,27,59
2/27/15 2:00,5,13,14,20,23,47,4,15
2/27/15 3:00,4,12,7,9,11,31,4,19
2/27/15 4:00,13,18,18,8,8,27,6,17
2/27/15 5:00,5,15,14,6,14,15,15,18
2/27/15 6:00,15,29,18,17,21,21,26,27
2/27/15 7:00,31,73,54,33,30,31,55,37
2/27/15 8:00,30,98,66,39,37,55,57,74
2/27/15 9:00,38,102,69,40,44,55,46,59
2/27/15 10:00,24,64,49,26,53,36,45,78
2/27/15 11:00,26,47,50,31,42,37,48,88
2/27/15 12:00,13,51,36,35,52,34,44,92
2/27/15 13:00,17,40,57,29,68,28,63,90
2/27/15 14:00,17,43,49,34,54,27,63,119
2/27/15 15:00,14,58,67,56,68,34,67,145
2/27/15 16:00,18,64,74,55,77,59,79,163
2/27/15 17:00,15,74,93,68,93,42,111,226
2/27/15 18:00,31,108,134,77,137,74,115,328
2/27/15 19:00,53,151,150,88,160,112,143,316
2/27/15 20:00,34,163,166,115,155,119,156,257
2/27/15 21:00,31,144,133,131,152,136,124,194
2/27/15 22:00,47,126,152,147,192,167,104,220
2/27/15 23:00,38,114,183,200,175,175,117,248
2/28/15 0:00,39,109,166,197,116,201,87,195
2/28/15 1:00,35,75,72,150,82,223,61,101
2/28/15 2:00,19,72,30,81,56,179,31,63
2/28/15 3:00,28,33,19,44,39,123,18,44
2/28/15 4:00,10,17,26,24,16,52,19,30
2/28/15 5:00,11,20,8,9,11,25,11,14
2/28/15 6:00,8,12,13,19,11,18,12,15
2/28/15 7:00,8,21,12,8,13,15,8,12
2/28/15 8:00,9,26,31,13,19,18,11,22
2/28/15 9:00,16,33,34,19,30,27,26,34
2/28/15 10:00,12,61,49,25,32,43,25,59
2/28/15 11:00,22,44,49,30,44,46,40,69
2/28/15 12:00,23,57,64,37,45,51,65,62
2/28/15 13:00,31,64,50,40,57,57,50,69
2/28/15 14:00,23,51,47,35,51,53,61,79
2/28/15 15:00,27,47,65,42,76,66,53,96
2/28/15 16:00,21,76,63,82,113,77,104,136
2/28/15 17:00,35,83,92,78,94,87,125,153
2/28/15 18:00,30,110,113,90,119,107,137,170
2/28/15 19:00,48,153,147,111,142,122,125,181
2/28/15 20:00,47,140,158,122,159,162,129,167
2/28/15 21:00,51,126,146,136,142,142,91,189
2/28/15 22:00,35,127,135,163,185,193,112,203
2/28/15 23:00,48,155,139,224,188,195,120,248
3/1/15 0:00,35,98,126,192,119,221,93,142
3/1/15 1:00,36,91,82,206,95,310,82,117
3/1/15 2:00,38,53,45,114,77,228,59,90
3/1/15 3:00,18,36,24,57,49,136,20,49
3/1/15 4:00,17,25,10,22,30,82,21,34
3/1/15 5:00,11,17,6,11,13,24,8,13
