Pickup_date,Alphabet_City,Gramercy,GVillage_N,GVillage_S,Little_Italy,LES,SoHo,Union_Sq
3/1/15 6:00,7,11,17,9,12,12,9,20
3/1/15 7:00,11,11,13,3,12,7,13,8
3/1/15 8:00,7,15,13,12,6,12,12,15
3/1/15 9:00,10,22,18,13,22,14,18,22
3/1/15 10:00,18,38,36,16,26,36,21,40
3/1/15 11:00,24,65,45,23,39,48,30,46
3/1/15 12:00,24,68,72,33,42,60,41,72
3/1/15 13:00,33,66,79,60,77,71,65,94
3/1/15 14:00,17,62,85,66,70,62,85,125
3/1/15 15:00,17,75,79,66,82,43,72,118
3/1/15 16:00,22,64,69,58,62,69,93,125
3/1/15 17:00,25,75,71,56,69,57,76,113
3/1/15 18:00,31,88,83,66,80,59,75,117
3/1/15 19:00,35,80,85,79,87,70,65,80
3/1/15 20:00,25,52,75,57,68,66,60,95
3/1/15 21:00,12,49,48,48,53,70,37,80
3/1/15 22:00,17,51,45,71,51,42,34,64
3/1/15 23:00,14,24,41,31,34,60,34,49
3/2/15 0:00,7,18,13,32,14,35,14,23
3/2/15 1:00,2,3,12,14,11,15,8,17
3/2/15 2:00,4,3,2,2,10,8,6,5
3/2/15 3:00,3,3,4,1,2,8,6,3
3/2/15 4:00,3,10,6,5,4,9,4,12
3/2/15 5:00,2,15,25,4,8,8,8,14
3/2/15 6:00,15,39,21,17,18,17,20,18
3/2/15 7:00,14,68,40,24,21,23,39,34
3/2/15 8:00,18,69,46,31,21,28,40,49
3/2/15 9:00,22,98,70,26,37,41,48,60
3/2/15 10:00,26,44,32,24,35,26,43,57
3/2/15 11:00,23,50,33,24,41,29,34,73
3/2/15 12:00,10,37,38,21,43,35,40,54
3/2/15 13:00,17,30,30,27,38,29,50,77
3/2/15 14:00,16,41,33,23,43,20,57,74
3/2/15 15:00,7,32,45,28,46,37,40,79
3/2/15 16:00,14,41,45,33,61,18,49,83
3/2/15 17:00,15,47,64,34,69,35,68,131
3/2/15 18:00,13,53,75,63,91,37,74,179
3/2/15 19:00,16,58,87,51,92,60,67,170
3/2/15 20:00,14,47,74,67,87,60,67,150
3/2/15 21:00,10,42,64,71,78,54,64,119
3/2/15 22:00,15,45,48,66,55,66,51,109
3/2/15 23:00,9,30,35,44,38,35,26,69
3/3/15 0:00,2,17,15,23,18,30,23,35
3/3/15 1:00,0,10,13,18,8,12,4,17
3/3/15 2:00,3,4,2,9,3,11,5,6
3/3/15 3:00,3,0,3,3,4,6,5,7
3/3/15 4:00,5,3,8,3,4,7,8,9
3/3/15 5:00,4,13,11,4,7,12,7,11
3/3/15 6:00,18,28,24,19,18,24,23,14
3/3/15 7:00,25,65,46,25,37,34,51,50
3/3/15 8:00,25,82,69,42,39,43,60,49
3/3/15 9:00,37,105,61,33,32,44,56,70
3/3/15 10:00,21,55,27,27,35,32,48,56
3/3/15 11:00,20,43,30,16,34,27,46,76
3/3/15 12:00,13,41,43,15,41,21,49,84
3/3/15 13:00,12,29,39,23,43,30,52,69
3/3/15 14:00,13,29,41,33,40,24,49,102
3/3/15 15:00,14,49,63,52,53,40,58,131
3/3/15 16:00,9,66,72,55,95,27,66,182
3/3/15 17:00,12,79,123,70,73,42,76,217
3/3/15 18:00,19,71,144,70,110,40,112,298
3/3/15 19:00,23,97,159,94,144,76,122,335
3/3/15 20:00,13,106,162,111,154,81,132,355
3/3/15 21:00,14,90,135,145,125,109,104,310
3/3/15 22:00,14,110,135,132,106,106,101,274
3/3/15 23:00,12,63,70,105,85,64,64,143
3/4/15 0:00,5,21,31,33,28,37,29,53
3/4/15 1:00,0,12,19,20,9,29,12,31
3/4/15 2:00,3,3,6,9,6,13,6,10
3/4/15 3:00,4,6,2,5,7,8,8,5
3/4/15 4:00,4,8,6,4,7,14,7,12
3/4/15 5:00,8,12,9,2,8,12,13,19
3/4/15 6:00,11,39,24,5,14,28,27,26
3/4/15 7:00,28,57,47,15,35,20,41,58
3/4/15 8:00,22,79,68,33,44,36,58,67
3/4/15 9:00,32,129,70,33,57,54,64,90
3/4/15 10:00,28,71,62,19,52,42,56,79
3/4/15 11:00,21,46,49,31,43,40,37,73
3/4/15 12:00,18,27,41,22,44,29,55,67
3/4/15 13:00,15,38,44,24,43,38,37,92
3/4/15 14:00,14,49,47,33,63,32,46,77
3/4/15 15:00,11,47,55,39,52,27,43,112
3/4/15 16:00,9,41,78,37,51,32,74,141
3/4/15 17:00,14,54,59,49,88,24,79,179
3/4/15 18:00,21,76,94,66,127,58,103,218
3/4/15 19:00,20,81,88,85,126,67,113,235
3/4/15 20:00,21,74,124,70,101,79,102,224
3/4/15 21:00,13,89,140,103,104,104,94,251
3/4/15 22:00,24,78,100,95,115,101,71,217
3/4/15 23:00,17,57,72,90,70,107,57,140
3/5/15 0:00,7,33,19,53,32,75,38,69
3/5/15 1:00,2,23,17,20,25,40,14,43
3/5/15 2:00,6,14,11,19,13,21,5,12
3/5/15 3:00,1,4,9,7,5,18,2,5
3/5/15 4:00,4,9,6,8,2,10,6,13
3/5/15 5:00,11,14,15,9,5,8,14,12
3/5/15 6:00,15,36,34,15,27,18,19,33
3/5/15 7:00,52,89,61,35,24,37,56,71
3/5/15 8:00,34,120,84,49,44,46,79,95
3/5/15 9:00,45,119,86,50,74,73,59,99
3/5/15 10:00,38,64,80,41,72,47,53,96
3/5/15 11:00,19,61,79,39,50,23,61,103
3/5/15 12:00,25,53,56,30,55,32,66,116
3/5/15 13:00,15,48,59,35,62,36,42,110
3/5/15 14:00,22,41,61,45,58,35,61,120
3/5/15 15:00,10,32,43,23,43,15,39,73
3/5/15 16:00,8,66,82,40,67,27,51,161
3/5/15 17:00,10,65,92,54,76,45,90,191
3/5/15 18:00,29,108,153,63,108,51,104,259
3/5/15 19:00,16,111,121,66,119,76,121,249
3/5/15 20:00,17,82,110,92,101,107,117,202
3/5/15 21:00,27,71,118,105,107,97,70,217
3/5/15 22:00,19,83,112,118,97,100,74,227
3/5/15 23:00,12,76,78,106,104,109,78,198
3/6/15 0:00,13,36,57,57,51,102,62,107
3/6/15 1:00,3,23,16,52,38,85,20,50
3/6/15 2:00,6,18,8,31,12,42,8,21
3/6/15 3:00,2,10,6,13,8,29,6,8
3/6/15 4:00,7,11,7,12,9,12,8,14
3/6/15 5:00,4,22,13,6,5,14,8,10
3/6/15 6:00,12,35,31,14,19,25,26,33
3/6/15 7:00,17,63,29,18,27,25,41,37
3/6/15 8:00,16,75,59,29,23,25,42,51
3/6/15 9:00,21,115,70,38,40,44,57,72
3/6/15 10:00,38,74,50,33,50,43,52,71
3/6/15 11:00,20,43,55,18,37,34,49,75
3/6/15 12:00,15,33,35,32,47,24,44,89
3/6/15 13:00,8,47,47,22,46,27,60,87
3/6/15 14:00,7,35,54,43,56,27,56,109
3/6/15 15:00,11,63,64,46,65,24,41,118
3/6/15 16:00,20,62,78,36,77,30,64,176
3/6/15 17:00,16,60,89,53,99,51,72,204
3/6/15 18:00,20,104,130,79,104,64,107,250
3/6/15 19:00,31,131,149,88,122,81,97,285
3/6/15 20:00,54,126,153,119,143,109,128,269
3/6/15 21:00,45,113,143,107,156,135,127,233
3/6/15 22:00,46,131,144,151,141,134,102,218
3/6/15 23:00,25,113,165,155,171,178,92,244
3/7/15 0:00,23,155,145,164,120,190,88,209
3/7/15 1:00,42,88,78,126,83,188,55,101
3/7/15 2:00,24,58,52,95,52,171,34,66
3/7/15 3:00,17,34,26,34,27,112,26,43
3/7/15 4:00,9,20,20,15,21,70,16,21
3/7/15 5:00,7,18,12,11,20,24,9,13
3/7/15 6:00,8,10,8,9,8,15,10,9
3/7/15 7:00,15,14,13,6,10,11,10,15
3/7/15 8:00,7,25,15,14,18,18,14,15
3/7/15 9:00,14,32,23,12,14,27,24,24
3/7/15 10:00,22,39,42,31,37,33,41,37
3/7/15 11:00,21,54,44,22,47,34,34,51
3/7/15 12:00,24,63,67,28,52,45,47,54
3/7/15 13:00,23,53,68,27,57,43,49,78
3/7/15 14:00,26,48,59,44,61,64,64,76
3/7/15 15:00,22,61,53,54,82,66,49,78
3/7/15 16:00,20,82,78,80,93,70,95,96
3/7/15 17:00,33,80,94,71,97,76,98,151
3/7/15 18:00,49,91,89,80,102,78,108,135
3/7/15 19:00,52,123,124,101,129,104,113,175
3/7/15 20:00,44,133,143,105,124,121,107,190
3/7/15 21:00,44,103,117,106,95,129,71,140
3/7/15 22:00,39,96,117,140,128,139,60,157
3/7/15 23:00,35,145,175,169,129,167,94,198
3/8/15 0:00,33,116,173,230,130,195,101,170
3/8/15 1:00,37,81,70,209,73,219,94,99
3/8/15 2:00,0,0,0,0,0,0,0,0
3/8/15 3:00,23,53,50,131,61,223,18,91
3/8/15 4:00,16,48,20,68,35,202,20,59
3/8/15 5:00,10,27,18,22,13,47,13,19
3/8/15 6:00,14,19,15,9,11,8,16,9
3/8/15 7:00,10,9,5,7,11,8,20,10
3/8/15 8:00,9,14,11,6,12,10,10,9
3/8/15 9:00,11,22,17,12,20,16,8,20
3/8/15 10:00,13,38,22,20,20,21,23,30
3/8/15 11:00,15,33,30,21,37,40,32,37
3/8/15 12:00,30,63,36,23,40,39,43,61
3/8/15 13:00,18,78,45,38,52,48,51,55
3/8/15 14:00,28,53,47,32,55,47,45,68
3/8/15 15:00,18,49,65,46,61,36,49,70
3/8/15 16:00,16,54,51,53,59,58,56,101
3/8/15 17:00,18,51,53,59,58,57,81,77
3/8/15 18:00,30,69,63,38,63,40,58,79
3/8/15 19:00,24,61,39,56,71,57,56,61
3/8/15 20:00,23,46,59,58,55,55,51,56
3/8/15 21:00,15,44,38,46,53,57,38,64
3/8/15 22:00,15,45,28,72,38,50,28,72
3/8/15 23:00,7,30,23,38,37,45,28,29
3/9/15 0:00,7,18,12,29,15,27,21,26
3/9/15 1:00,3,7,9,10,13,13,12,12
3/9/15 2:00,2,5,5,9,6,6,5,5
3/9/15 3:00,0,1,3,9,4,5,3,7
3/9/15 4:00,5,6,13,5,6,10,4,12
3/9/15 5:00,7,21,14,8,9,15,10,9
3/9/15 6:00,17,34,18,14,20,20,22,27
3/9/15 7:00,20,48,41,14,16,26,42,27
3/9/15 8:00,23,70,68,30,21,31,46,48
3/9/15 9:00,38,86,48,40,38,42,53,54
3/9/15 10:00,29,42,34,20,29,30,29,52
3/9/15 11:00,18,21,33,20,32,21,23,56
3/9/15 12:00,9,38,44,27,31,17,41,60
3/9/15 13:00,9,24,34,22,27,23,36,52
3/9/15 14:00,6,38,27,26,32,22,27,72
3/9/15 15:00,10,44,39,27,33,20,49,83
3/9/15 16:00,6,46,53,33,57,26,50,89
3/9/15 17:00,10,42,48,35,57,24,63,110
3/9/15 18:00,10,61,66,35,61,37,71,126
3/9/15 19:00,14,55,60,50,96,34,77,137
3/9/15 20:00,7,60,50,56,86,43,53,146
3/9/15 21:00,7,51,58,61,78,60,62,130
3/9/15 22:00,14,47,42,45,60,38,35,90
3/9/15 23:00,11,29,45,37,37,37,37,76
3/10/15 0:00,10,21,25,22,23,35,21,38
3/10/15 1:00,1,12,13,18,18,10,10,19
3/10/15 2:00,4,11,5,10,7,10,4,14
3/10/15 3:00,1,2,2,5,9,10,5,5
3/10/15 4:00,4,7,5,3,6,6,5,3
3/10/15 5:00,6,9,11,10,5,10,13,9
3/10/15 6:00,22,30,19,10,13,16,23,18
3/10/15 7:00,22,47,46,28,34,26,34,45
3/10/15 8:00,20,59,43,32,38,30,63,50
3/10/15 9:00,28,91,53,27,37,43,40,55
3/10/15 10:00,23,45,41,26,36,31,31,70
3/10/15 11:00,15,46,47,13,43,31,25,43
3/10/15 12:00,10,30,44,17,37,21,34,53
3/10/15 13:00,8,23,34,21,47,23,46,68
3/10/15 14:00,15,37,33,30,55,25,39,86
3/10/15 15:00,19,45,55,35,51,28,46,87
3/10/15 16:00,10,47,68,37,67,41,77,163
3/10/15 17:00,14,64,79,70,98,52,92,239
3/10/15 18:00,16,77,133,69,114,53,116,311
3/10/15 19:00,30,112,130,90,159,64,116,331
3/10/15 20:00,26,109,145,117,145,88,112,313
3/10/15 21:00,14,76,140,164,150,111,112,331
3/10/15 22:00,15,78,130,102,136,96,81,259
3/10/15 23:00,9,73,72,74,63,70,68,137
3/11/15 0:00,11,35,19,41,30,55,30,55
3/11/15 1:00,4,21,25,23,15,15,13,34
3/11/15 2:00,0,8,7,10,6,13,4,12
3/11/15 3:00,2,4,5,9,6,8,3,8
3/11/15 4:00,4,11,5,7,4,13,10,12
3/11/15 5:00,11,13,21,5,10,8,13,11
3/11/15 6:00,14,21,19,13,18,17,18,27
3/11/15 7:00,14,50,37,26,33,23,40,33
3/11/15 8:00,29,76,50,30,34,40,55,50
3/11/15 9:00,38,74,48,27,46,44,47,61
3/11/15 10:00,23,60,41,22,37,23,31,43
3/11/15 11:00,14,50,40,23,31,25,37,59
3/11/15 12:00,14,34,29,30,43,30,37,66
3/11/15 13:00,9,41,36,21,38,27,42,74
3/11/15 14:00,12,30,46,28,46,24,53,88
3/11/15 15:00,7,44,50,31,64,26,53,97
3/11/15 16:00,12,32,60,38,66,28,51,135
3/11/15 17:00,11,55,59,40,79,25,63,184
3/11/15 18:00,19,43,79,53,93,46,101,197
3/11/15 19:00,17,94,97,61,109,73,97,247
3/11/15 20:00,18,90,77,79,116,78,94,209
3/11/15 21:00,19,71,76,92,95,77,90,189
3/11/15 22:00,13,76,65,85,108,83,57,184
3/11/15 23:00,14,60,63,82,58,76,48,118
3/12/15 0:00,17,34,27,40,37,50,33,64
3/12/15 1:00,4,28,13,34,16,29,11,29
3/12/15 2:00,5,12,13,16,6,18,16,19
3/12/15 3:00,4,3,4,9,6,15,4,6
3/12/15 4:00,10,8,3,8,9,13,3,14
3/12/15 5:00,9,14,13,7,16,20,11,6
3/12/15 6:00,18,36,26,10,20,14,17,15
3/12/15 7:00,32,51,30,27,26,24,44,44
3/12/15 8:00,25,69,64,45,28,33,51,39
3/12/15 9:00,37,108,56,24,41,47,48,55
3/12/15 10:00,32,66,33,22,40,48,29,73
3/12/15 11:00,20,47,52,25,40,32,51,71
3/12/15 12:00,10,50,47,34,42,28,42,95
3/12/15 13:00,8,34,48,28,46,31,35,86
3/12/15 14:00,10,47,48,43,40,17,50,99
3/12/15 15:00,12,49,65,37,47,36,54,120
3/12/15 16:00,5,64,69,41,59,34,66,150
3/12/15 17:00,19,65,79,51,87,43,80,174
3/12/15 18:00,21,72,102,72,81,58,90,237
3/12/15 19:00,29,103,152,89,125,54,125,231
3/12/15 20:00,22,85,98,89,133,74,130,253
3/12/15 21:00,22,106,104,106,128,89,124,269
3/12/15 22:00,17,80,112,104,115,107,95,250
3/12/15 23:00,19,89,118,106,76,132,66,196
3/13/15 0:00,21,62,53,61,55,98,41,103
3/13/15 1:00,14,29,31,41,40,47,27,51
3/13/15 2:00,9,20,16,16,26,40,11,20
3/13/15 3:00,8,13,11,15,7,28,9,24
3/13/15 4:00,3,17,13,16,8,31,10,12
3/13/15 5:00,10,15,21,8,9,20,11,18
3/13/15 6:00,16,25,22,9,18,20,21,24
3/13/15 7:00,28,50,36,20,24,30,38,43
3/13/15 8:00,20,74,54,44,24,32,50,57
3/13/15 9:00,39,96,57,31,36,57,46,57
3/13/15 10:00,35,64,40,22,38,32,39,54
3/13/15 11:00,28,44,46,30,44,22,46,62
3/13/15 12:00,9,37,39,25,39,27,34,73
3/13/15 13:00,12,37,37,19,50,20,42,73
3/13/15 14:00,12,41,47,44,43,29,58,84
3/13/15 15:00,9,49,57,37,76,44,51,116
3/13/15 16:00,8,60,77,52,82,38,70,154
3/13/15 17:00,14,58,83,61,79,27,87,213
3/13/15 18:00,19,85,97,54,83,65,100,197
3/13/15 19:00,37,127,105,80,147,81,110,254
3/13/15 20:00,33,127,113,81,127,108,137,192
3/13/15 21:00,34,107,120,99,126,95,108,181
3/13/15 22:00,51,145,108,101,133,136,84,199
3/13/15 23:00,34,141,173,150,135,170,97,175
3/14/15 0:00,28,113,132,146,101,170,75,147
3/14/15 1:00,32,80,71,114,69,164,56,78
3/14/15 2:00,28,51,28,58,55,137,24,60
3/14/15 3:00,12,19,19,35,30,96,12,41
3/14/15 4:00,13,32,16,20,20,55,18,27
3/14/15 5:00,10,25,16,6,9,17,15,16
3/14/15 6:00,13,14,16,6,8,19,12,10
3/14/15 7:00,9,25,22,11,6,14,13,19
3/14/15 8:00,11,23,24,11,16,19,22,22
3/14/15 9:00,16,47,36,16,33,28,20,48
3/14/15 10:00,33,70,63,30,46,51,29,84
3/14/15 11:00,43,103,101,47,62,59,62,81
3/14/15 12:00,49,109,125,48,81,79,65,103
3/14/15 13:00,45,103,91,59,86,90,66,128
3/14/15 14:00,35,74,69,57,73,86,77,100
3/14/15 15:00,39,62,68,55,75,76,77,93
3/14/15 16:00,48,120,90,87,110,100,104,159
3/14/15 17:00,30,92,110,87,131,92,94,146
3/14/15 18:00,51,111,106,81,87,82,100,113
3/14/15 19:00,37,143,123,130,118,119,120,184
3/14/15 20:00,56,169,128,126,161,138,115,205
3/14/15 21:00,35,152,137,114,130,156,97,169
3/14/15 22:00,43,123,102,125,115,151,97,165
3/14/15 23:00,43,120,98,140,119,146,68,169
3/15/15 0:00,17,94,115,195,83,206,79,125
3/15/15 1:00,24,70,81,144,75,218,57,82
3/15/15 2:00,22,44,44,80,53,157,27,42
3/15/15 3:00,13,37,12,36,42,109,16,38
3/15/15 4:00,9,21,10,23,16,63,10,28
3/15/15 5:00,8,12,14,11,6,12,9,16
3/15/15 6:00,8,12,20,8,7,20,9,27
3/15/15 7:00,11,19,12,8,13,15,8,16
3/15/15 8:00,16,19,23,12,12,12,13,21
3/15/15 9:00,12,22,18,12,20,14,15,19
3/15/15 10:00,25,29,34,17,24,21,21,25
3/15/15 11:00,19,51,35,36,51,45,43,47
3/15/15 12:00,31,53,59,25,62,46,38,82
3/15/15 13:00,15,53,50,29,53,61,54,61
3/15/15 14:00,35,52,46,49,45,62,52,78
3/15/15 15:00,26,60,48,56,61,70,63,70
3/15/15 16:00,18,73,63,58,79,56,71,103
3/15/15 17:00,22,70,64,44,67,72,75,97
3/15/15 18:00,32,53,66,55,69,75,87,79
3/15/15 19:00,18,66,46,39,71,67,61,76
3/15/15 20:00,13,48,46,42,68,66,41,67
3/15/15 21:00,11,41,45,57,62,67,36,64
3/15/15 22:00,10,43,52,51,48,48,33,66
3/15/15 23:00,10,29,38,33,26,68,15,38
3/16/15 0:00,10,20,21,17,16,31,10,29
3/16/15 1:00,4,16,12,11,4,13,4,13
3/16/15 2:00,1,5,8,6,6,10,4,9
3/16/15 3:00,1,7,1,1,8,8,3,9
3/16/15 4:00,7,9,3,3,5,11,3,3
3/16/15 5:00,10,26,18,17,14,18,9,9
3/16/15 6:00,10,39,17,10,18,20,28,34
3/16/15 7:00,32,47,36,25,28,36,32,33
3/16/15 8:00,28,91,55,27,26,38,44,46
3/16/15 9:00,31,83,49,26,27,49,33,57
3/16/15 10:00,23,47,39,16,39,42,34,51
3/16/15 11:00,13,38,38,17,17,30,35,62
3/16/15 12:00,13,33,31,24,23,23,25,57
3/16/15 13:00,15,33,32,18,36,35,38,58
3/16/15 14:00,14,34,27,15,36,28,57,72
3/16/15 15:00,7,37,32,16,50,19,56,71
3/16/15 16:00,6,48,41,32,56,20,53,83
3/16/15 17:00,8,40,48,27,74,26,53,118
3/16/15 18:00,17,50,66,32,82,43,76,137
3/16/15 19:00,16,64,59,38,68,45,90,131
3/16/15 20:00,15,58,75,43,66,55,76,144
3/16/15 21:00,14,47,74,51,88,54,60,130
3/16/15 22:00,10,51,38,54,38,69,42,103
3/16/15 23:00,11,32,36,43,43,47,29,71
3/17/15 0:00,4,20,26,11,16,19,12,40
3/17/15 1:00,4,9,7,9,8,15,20,24
3/17/15 2:00,3,5,5,9,8,9,4,8
3/17/15 3:00,3,5,4,4,4,7,4,4
3/17/15 4:00,4,10,14,8,5,2,6,7
3/17/15 5:00,5,9,12,4,9,8,7,6
3/17/15 6:00,19,32,13,17,19,19,21,28
3/17/15 7:00,22,58,42,28,20,29,34,42
3/17/15 8:00,33,81,61,22,51,37,48,53
3/17/15 9:00,34,90,51,30,44,48,40,65
3/17/15 10:00,34,47,48,21,38,29,46,56
3/17/15 11:00,16,35,35,20,29,25,21,71
3/17/15 12:00,12,42,33,16,25,21,28,60
3/17/15 13:00,13,29,42,25,37,24,40,70
3/17/15 14:00,6,29,45,22,37,32,40,76
3/17/15 15:00,10,43,43,33,61,25,50,94
3/17/15 16:00,12,36,37,32,65,31,56,116
3/17/15 17:00,15,56,47,33,68,34,89,140
3/17/15 18:00,17,65,73,43,102,40,87,203
3/17/15 19:00,15,93,81,58,123,62,124,186
3/17/15 20:00,28,70,83,85,139,72,85,201
3/17/15 21:00,15,83,110,73,116,83,93,249
3/17/15 22:00,21,80,89,81,81,104,55,192
3/17/15 23:00,16,70,52,72,64,94,48,112
3/18/15 0:00,8,53,35,46,37,67,28,59
3/18/15 1:00,9,15,17,20,16,33,11,33
3/18/15 2:00,8,14,3,14,9,21,5,15
3/18/15 3:00,3,12,3,13,2,19,3,5
3/18/15 4:00,6,7,8,12,8,7,5,15
3/18/15 5:00,4,10,16,3,13,9,6,13
3/18/15 6:00,16,27,31,15,20,18,18,24
3/18/15 7:00,28,47,42,20,32,41,34,38
3/18/15 8:00,35,94,71,27,31,43,59,73
3/18/15 9:00,37,98,54,24,33,50,41,75
3/18/15 10:00,31,48,37,18,49,36,38,60
3/18/15 11:00,22,31,43,24,39,32,34,69
3/18/15 12:00,11,37,43,17,47,30,47,80
3/18/15 13:00,12,35,54,21,42,29,50,94
3/18/15 14:00,11,43,46,25,48,37,41,95
3/18/15 15:00,12,51,49,30,70,32,57,102
3/18/15 16:00,7,58,52,41,83,42,67,121
3/18/15 17:00,16,67,52,41,80,40,84,151
3/18/15 18:00,23,77,70,56,104,43,99,202
3/18/15 19:00,38,76,97,64,137,54,121,218
3/18/15 20:00,23,80,92,68,137,72,102,240
3/18/15 21:00,17,78,109,78,108,84,87,220
3/18/15 22:00,16,65,70,91,92,93,87,197
3/18/15 23:00,10,77,49,60,63,79,52,109
3/19/15 0:00,13,35,36,35,45,52,31,62
3/19/15 1:00,5,20,13,18,23,24,17,27
3/19/15 2:00,3,8,6,14,5,24,8,20
3/19/15 3:00,4,4,7,7,5,13,3,7
3/19/15 4:00,4,8,10,4,8,24,8,17
3/19/15 5:00,8,12,15,7,13,20,17,15
3/19/15 6:00,14,28,13,14,19,21,14,22
3/19/15 7:00,40,49,39,17,26,33,38,35
3/19/15 8:00,36,92,59,28,34,45,44,58
3/19/15 9:00,51,108,53,25,39,61,50,72
3/19/15 10:00,31,65,56,30,53,44,44,72
3/19/15 11:00,21,47,36,25,34,30,29,82
3/19/15 12:00,13,40,53,21,51,35,59,89
3/19/15 13:00,14,49,52,30,42,35,56,89
3/19/15 14:00,9,35,43,36,50,27,60,114
3/19/15 15:00,17,47,53,29,61,35,63,130
3/19/15 16:00,17,68,56,39,82,31,62,158
3/19/15 17:00,21,72,83,44,91,41,98,182
3/19/15 18:00,20,78,90,49,108,48,115,221
3/19/15 19:00,31,103,120,66,130,62,113,212
3/19/15 20:00,26,107,94,99,126,81,117,243
3/19/15 21:00,21,112,114,111,115,101,115,290
3/19/15 22:00,24,96,101,94,132,108,96,330
3/19/15 23:00,22,100,103,101,84,96,74,169
3/20/15 0:00,6,57,57,74,31,62,41,119
3/20/15 1:00,4,29,17,37,32,58,21,47
3/20/15 2:00,2,15,8,20,16,32,6,19
3/20/15 3:00,1,17,8,8,10,25,4,16
3/20/15 4:00,4,24,7,5,7,21,10,19
3/20/15 5:00,8,22,16,5,10,22,8,15
3/20/15 6:00,11,23,23,13,26,31,13,28
3/20/15 7:00,30,43,53,19,33,34,31,33
3/20/15 8:00,43,80,49,34,46,44,56,52
3/20/15 9:00,42,108,59,23,50,54,45,79
3/20/15 10:00,44,56,42,29,46,51,48,59
3/20/15 11:00,23,51,51,28,48,40,47,86
3/20/15 12:00,19,48,44,19,55,43,63,97
3/20/15 13:00,23,54,64,32,71,43,73,128
3/20/15 14:00,10,68,76,66,98,46,88,172
3/20/15 15:00,22,88,96,58,108,60,94,196
3/20/15 16:00,21,106,91,68,106,60,93,252
3/20/15 17:00,24,127,91,68,110,68,108,285
3/20/15 18:00,37,160,158,92,156,73,131,341
3/20/15 19:00,54,166,152,95,167,130,146,331
3/20/15 20:00,63,160,151,144,181,120,166,279
3/20/15 21:00,45,158,114,122,183,128,116,262
3/20/15 22:00,32,125,119,166,175,134,105,213
3/20/15 23:00,29,113,119,186,121,175,98,202
3/21/15 0:00,31,139,94,168,118,207,61,120
3/21/15 1:00,27,93,62,104,88,173,48,79
3/21/15 2:00,24,34,26,52,73,167,22,61
3/21/15 3:00,22,21,16,35,29,109,15,26
3/21/15 4:00,10,16,10,25,11,52,7,18
3/21/15 5:00,11,16,18,9,11,22,14,15
3/21/15 6:00,11,14,13,10,7,13,2,14
3/21/15 7:00,10,18,11,11,20,15,7,12
3/21/15 8:00,13,18,24,7,16,16,13,15
3/21/15 9:00,19,27,24,26,16,28,22,26
3/21/15 10:00,18,46,28,25,28,34,32,29
3/21/15 11:00,28,51,36,33,32,49,24,42
3/21/15 12:00,24,46,51,33,51,44,40,48
3/21/15 13:00,26,53,54,26,48,55,47,58
3/21/15 14:00,24,47,48,43,59,63,47,78
3/21/15 15:00,20,59,56,54,80,75,66,69
3/21/15 16:00,16,62,64,68,90,65,67,88
3/21/15 17:00,25,68,73,78,95,80,75,122
3/21/15 18:00,32,73,79,68,105,79,75,93
3/21/15 19:00,42,141,112,62,120,109,108,130
3/21/15 20:00,48,113,93,80,112,132,101,143
3/21/15 21:00,54,101,77,106,93,131,81,116
3/21/15 22:00,54,144,100,128,129,168,65,160
3/21/15 23:00,35,139,160,188,129,184,87,164
3/22/15 0:00,36,116,174,217,135,213,115,159
3/22/15 1:00,44,102,94,201,92,265,76,110
3/22/15 2:00,42,49,50,130,66,303,41,67
3/22/15 3:00,19,39,23,58,38,196,17,51
3/22/15 4:00,7,24,18,26,22,77,9,28
3/22/15 5:00,10,16,10,10,14,23,9,18
3/22/15 6:00,9,17,10,5,10,21,5,18
3/22/15 7:00,10,12,12,7,7,12,7,7
3/22/15 8:00,11,18,15,9,10,9,8,10
3/22/15 9:00,14,38,17,12,22,28,11,19
3/22/15 10:00,17,34,38,17,33,38,17,32
3/22/15 11:00,16,38,31,23,45,37,27,41
3/22/15 12:00,28,61,46,18,37,54,39,68
3/22/15 13:00,21,58,53,34,46,44,40,70
3/22/15 14:00,20,42,50,44,58,46,55,73
3/22/15 15:00,25,48,51,44,56,49,48,74
3/22/15 16:00,19,50,55,50,48,53,58,63
3/22/15 17:00,17,61,47,67,64,66,69,94
3/22/15 18:00,18,60,57,51,78,68,82,82
3/22/15 19:00,23,65,51,53,77,59,65,92
3/22/15 20:00,28,58,58,47,61,78,56,74
3/22/15 21:00,15,52,52,48,66,76,35,72
3/22/15 22:00,23,49,50,44,48,55,32,60
3/22/15 23:00,20,27,40,38,39,52,28,55
3/23/15 0:00,6,23,17,12,18,25,22,41
3/23/15 1:00,4,6,2,13,7,13,4,16
3/23/15 2:00,3,5,6,11,7,12,3,3
3/23/15 3:00,3,5,4,6,4,3,0,2
3/23/15 4:00,4,11,6,12,8,13,2,8
3/23/15 5:00,9,17,20,12,17,15,16,13
3/23/15 6:00,13,41,31,13,23,23,21,41
3/23/15 7:00,33,69,41,21,21,36,37,47
3/23/15 8:00,34,85,67,38,38,40,49,35
3/23/15 9:00,54,100,57,39,50,46,46,59
3/23/15 10:00,23,52,38,16,31,34,33,46
3/23/15 11:00,22,43,41,21,38,29,38,59
3/23/15 12:00,21,41,47,25,34,27,45,52
3/23/15 13:00,10,38,37,40,51,32,39,79
