Pickup_date,East_Village,Gramercy,GVillage_N,GVillage_S,Little_Italy,LES,SoHo,Union_Sq
2015-01-01 00:00:00,273,128,122,165,120,203,110,176
2015-01-01 01:00:00,285,117,127,147,154,224,112,233
2015-01-01 02:00:00,417,156,117,148,193,301,103,309
2015-01-01 03:00:00,308,96,77,129,154,230,88,160
2015-01-01 04:00:00,155,49,52,59,49,103,37,49
2015-01-01 05:00:00,74,19,10,17,24,47,12,22
2015-01-01 06:00:00,45,17,7,15,16,26,8,15
2015-01-01 07:00:00,32,10,5,8,5,19,1,3
2015-01-01 08:00:00,18,11,5,4,7,6,6,12
2015-01-01 09:00:00,12,12,8,4,7,10,6,8
2015-01-01 10:00:00,28,7,8,3,9,10,14,8
2015-01-01 11:00:00,29,21,9,8,12,9,9,17
2015-01-01 12:00:00,45,17,15,7,14,22,14,12
2015-01-01 13:00:00,49,33,22,12,21,31,23,29
2015-01-01 14:00:00,49,20,18,8,27,38,24,20
2015-01-01 15:00:00,65,23,28,32,34,28,19,29
2015-01-01 16:00:00,76,31,23,34,52,37,34,39
2015-01-01 17:00:00,60,41,36,39,41,49,41,52
2015-01-01 18:00:00,81,35,38,12,41,50,33,39
2015-01-01 19:00:00,67,40,29,25,48,47,37,32
2015-01-01 20:00:00,75,40,33,31,46,54,29,33
2015-01-01 21:00:00,60,28,24,39,32,39,19,29
2015-01-01 22:00:00,73,36,30,22,23,34,23,35
2015-01-01 23:00:00,68,22,26,27,28,33,26,25
2015-01-02 00:00:00,61,35,18,24,13,32,11,31
2015-01-02 01:00:00,42,11,11,9,9,23,5,18
2015-01-02 02:00:00,20,11,4,12,2,19,1,11
2015-01-02 03:00:00,22,1,7,9,3,19,5,2
2015-01-02 04:00:00,26,7,3,5,5,10,3,2
2015-01-02 05:00:00,14,7,7,1,4,13,5,4
2015-01-02 06:00:00,24,15,9,4,7,8,7,7
2015-01-02 07:00:00,26,16,11,7,10,12,6,15
2015-01-02 08:00:00,35,15,17,12,14,15,8,19
2015-01-02 09:00:00,31,28,16,9,14,13,11,24
2015-01-02 10:00:00,29,25,13,10,19,21,14,18
2015-01-02 11:00:00,29,16,25,11,17,31,17,37
2015-01-02 12:00:00,51,23,25,14,28,23,29,39
2015-01-02 13:00:00,56,32,17,15,31,26,23,48
2015-01-02 14:00:00,48,29,23,25,40,17,33,46
2015-01-02 15:00:00,47,30,30,23,46,30,49,52
2015-01-02 16:00:00,48,25,34,40,66,35,73,71
2015-01-02 17:00:00,71,41,51,25,63,48,80,72
2015-01-02 18:00:00,70,44,43,36,66,51,51,60
2015-01-02 19:00:00,77,58,54,30,74,65,48,89
2015-01-02 20:00:00,66,61,38,39,63,52,39,76
2015-01-02 21:00:00,102,44,34,43,68,66,34,50
2015-01-02 22:00:00,135,41,44,46,45,73,43,69
2015-01-02 23:00:00,125,56,58,43,40,87,41,63
2015-01-03 00:00:00,111,47,33,64,48,60,27,46
2015-01-03 01:00:00,121,26,25,65,29,67,21,40
2015-01-03 02:00:00,70,21,10,35,28,98,6,23
2015-01-03 03:00:00,66,14,9,22,22,64,8,14
2015-01-03 04:00:00,43,13,4,15,11,19,5,13
2015-01-03 05:00:00,22,14,7,6,2,6,1,10
2015-01-03 06:00:00,14,9,6,3,3,5,5,7
2015-01-03 07:00:00,11,7,4,6,7,2,3,5
2015-01-03 08:00:00,19,13,2,3,4,6,2,9
2015-01-03 09:00:00,28,14,10,7,17,15,6,17
2015-01-03 10:00:00,43,18,20,12,23,9,14,22
2015-01-03 11:00:00,39,39,17,9,20,23,23,22
2015-01-03 12:00:00,46,45,28,34,37,43,33,45
2015-01-03 13:00:00,75,46,39,30,59,53,47,61
2015-01-03 14:00:00,113,54,64,44,71,73,66,68
2015-01-03 15:00:00,86,60,59,49,92,69,56,90
2015-01-03 16:00:00,124,76,67,70,102,76,90,102
2015-01-03 17:00:00,129,89,79,53,90,75,111,133
2015-01-03 18:00:00,156,94,91,66,106,72,70,113
2015-01-03 19:00:00,197,138,107,87,94,84,84,143
2015-01-03 20:00:00,164,85,64,68,86,70,56,116
2015-01-03 21:00:00,145,99,80,86,70,76,52,85
2015-01-03 22:00:00,161,76,64,76,56,100,46,95
2015-01-03 23:00:00,189,107,80,106,64,127,58,117
2015-01-04 00:00:00,187,85,65,95,84,150,32,74
2015-01-04 01:00:00,139,61,25,56,48,128,30,44
2015-01-04 02:00:00,128,31,15,44,27,86,9,49
2015-01-04 03:00:00,77,18,7,26,17,69,4,17
2015-01-04 04:00:00,33,12,12,8,11,38,4,12
2015-01-04 05:00:00,18,6,2,5,5,6,6,8
2015-01-04 06:00:00,20,11,11,2,8,9,3,7
2015-01-04 07:00:00,22,4,7,3,5,7,3,10
2015-01-04 08:00:00,20,15,5,8,6,6,6,9
2015-01-04 09:00:00,20,14,11,6,7,25,15,16
2015-01-04 10:00:00,35,20,17,8,29,15,14,18
2015-01-04 11:00:00,46,37,30,21,23,18,21,31
2015-01-04 12:00:00,51,30,27,20,28,25,17,44
2015-01-04 13:00:00,61,35,27,21,26,27,20,42
2015-01-04 14:00:00,59,27,21,25,41,28,29,45
2015-01-04 15:00:00,53,42,29,32,35,25,31,61
2015-01-04 16:00:00,64,36,36,28,45,38,54,48
2015-01-04 17:00:00,54,39,26,23,46,36,33,47
2015-01-04 18:00:00,61,37,45,24,43,46,36,46
2015-01-04 19:00:00,51,36,49,34,42,55,34,48
2015-01-04 20:00:00,85,46,50,32,52,44,20,47
2015-01-04 21:00:00,59,30,29,35,38,31,19,28
2015-01-04 22:00:00,47,15,13,29,25,31,12,35
2015-01-04 23:00:00,29,16,11,23,23,17,9,18
2015-01-05 00:00:00,32,7,10,8,6,9,12,8
2015-01-05 01:00:00,20,6,7,2,5,3,9,10
2015-01-05 02:00:00,6,0,3,3,7,7,1,4
2015-01-05 03:00:00,10,0,3,2,5,3,4,2
2015-01-05 04:00:00,9,10,6,8,6,4,2,5
2015-01-05 05:00:00,28,22,13,8,9,11,8,10
2015-01-05 06:00:00,41,27,25,15,14,21,9,16
2015-01-05 07:00:00,64,39,30,20,32,32,36,45
2015-01-05 08:00:00,99,61,52,26,30,31,31,49
2015-01-05 09:00:00,79,39,28,23,25,21,33,51
2015-01-05 10:00:00,39,19,29,6,27,18,16,29
2015-01-05 11:00:00,22,16,21,7,26,16,22,37
2015-01-05 12:00:00,31,19,24,14,28,11,27,41
2015-01-05 13:00:00,37,14,21,14,22,12,25,45
2015-01-05 14:00:00,36,22,29,15,25,16,22,47
2015-01-05 15:00:00,26,37,46,18,17,27,38,53
2015-01-05 16:00:00,30,26,25,22,55,23,43,67
2015-01-05 17:00:00,31,38,56,22,40,29,50,113
2015-01-05 18:00:00,53,53,57,43,66,47,111,157
2015-01-05 19:00:00,54,48,64,42,78,35,57,142
2015-01-05 20:00:00,56,55,42,37,40,44,45,102
2015-01-05 21:00:00,59,40,37,40,33,41,44,84
2015-01-05 22:00:00,64,42,30,46,41,28,19,62
2015-01-05 23:00:00,50,27,23,26,30,24,21,44
2015-01-06 00:00:00,22,9,17,14,11,16,18,29
2015-01-06 01:00:00,20,5,10,10,7,14,4,11
2015-01-06 02:00:00,12,2,10,6,4,10,4,2
2015-01-06 03:00:00,5,8,3,5,0,5,1,4
2015-01-06 04:00:00,12,2,3,6,5,7,4,7
2015-01-06 05:00:00,26,12,7,4,7,7,9,4
2015-01-06 06:00:00,44,18,19,9,12,15,26,19
2015-01-06 07:00:00,71,40,37,30,29,24,34,48
2015-01-06 08:00:00,104,60,65,38,45,35,47,47
2015-01-06 09:00:00,123,73,56,34,41,43,38,71
2015-01-06 10:00:00,60,49,37,19,27,28,42,60
2015-01-06 11:00:00,39,35,27,18,34,28,36,76
2015-01-06 12:00:00,32,28,39,31,43,16,37,73
2015-01-06 13:00:00,37,28,38,24,34,29,34,80
2015-01-06 14:00:00,36,25,37,26,40,23,51,77
2015-01-06 15:00:00,34,32,35,17,34,29,46,80
2015-01-06 16:00:00,34,28,56,23,32,29,56,92
2015-01-06 17:00:00,43,38,43,36,70,31,71,161
2015-01-06 18:00:00,46,61,92,45,88,37,106,224
2015-01-06 19:00:00,73,63,78,45,93,48,91,140
2015-01-06 20:00:00,81,54,62,57,72,44,66,153
2015-01-06 21:00:00,82,49,65,66,69,39,44,144
2015-01-06 22:00:00,90,52,45,61,54,36,41,96
2015-01-06 23:00:00,89,31,30,44,35,40,23,60
2015-01-07 00:00:00,42,16,20,18,14,30,25,37
2015-01-07 01:00:00,26,7,4,15,9,18,5,19
2015-01-07 02:00:00,7,4,4,4,4,12,3,12
2015-01-07 03:00:00,9,5,3,8,3,9,5,2
2015-01-07 04:00:00,13,6,3,4,1,7,6,2
2015-01-07 05:00:00,23,6,9,3,9,11,10,12
2015-01-07 06:00:00,51,24,23,12,15,14,26,17
2015-01-07 07:00:00,60,46,27,21,27,22,46,33
2015-01-07 08:00:00,94,66,61,40,31,34,43,61
2015-01-07 09:00:00,111,71,53,25,32,40,37,62
2015-01-07 10:00:00,63,40,41,17,31,31,41,62
2015-01-07 11:00:00,38,35,32,22,23,14,37,50
2015-01-07 12:00:00,34,29,38,22,30,21,37,59
2015-01-07 13:00:00,29,39,40,21,37,31,30,72
2015-01-07 14:00:00,43,36,48,20,46,34,49,71
2015-01-07 15:00:00,43,38,41,26,36,30,48,94
2015-01-07 16:00:00,56,46,55,31,62,37,60,122
2015-01-07 17:00:00,52,73,79,50,90,37,90,218
2015-01-07 18:00:00,88,78,119,60,130,50,128,243
2015-01-07 19:00:00,128,98,116,88,145,56,143,278
2015-01-07 20:00:00,122,91,92,81,129,79,100,203
2015-01-07 21:00:00,152,84,86,91,103,87,87,204
2015-01-07 22:00:00,137,63,65,76,94,115,77,123
2015-01-07 23:00:00,125,54,56,61,57,76,48,110
2015-01-08 00:00:00,73,22,38,39,30,33,39,37
2015-01-08 01:00:00,32,14,19,19,21,23,6,28
2015-01-08 02:00:00,20,11,5,13,4,15,9,8
2015-01-08 03:00:00,18,5,1,5,3,9,5,5
2015-01-08 04:00:00,8,7,2,5,5,6,6,7
2015-01-08 05:00:00,16,16,10,6,8,11,11,10
2015-01-08 06:00:00,50,28,30,19,14,22,25,25
2015-01-08 07:00:00,67,53,52,22,28,30,50,43
2015-01-08 08:00:00,127,81,77,41,42,36,62,63
2015-01-08 09:00:00,127,115,87,39,52,45,41,63
2015-01-08 10:00:00,74,45,58,34,37,43,46,79
2015-01-08 11:00:00,40,37,49,21,42,24,51,101
2015-01-08 12:00:00,41,36,42,35,40,28,42,70
2015-01-08 13:00:00,35,49,50,17,50,24,52,90
2015-01-08 14:00:00,28,35,39,32,50,24,67,107
2015-01-08 15:00:00,57,41,47,43,67,39,64,147
2015-01-08 16:00:00,51,54,77,37,51,35,74,150
2015-01-08 17:00:00,49,60,69,45,93,47,115,214
2015-01-08 18:00:00,91,82,127,66,123,39,143,347
2015-01-08 19:00:00,118,111,119,72,164,58,149,294
2015-01-08 20:00:00,134,84,107,79,129,84,112,226
2015-01-08 21:00:00,175,92,92,95,133,103,105,233
2015-01-08 22:00:00,190,86,91,113,105,103,89,208
2015-01-08 23:00:00,129,59,67,82,60,77,56,138
2015-01-09 00:00:00,80,47,39,72,29,74,49,56
2015-01-09 01:00:00,44,25,15,27,21,23,13,33
2015-01-09 02:00:00,27,11,6,16,4,22,9,13
2015-01-09 03:00:00,17,9,2,6,6,20,3,10
2015-01-09 04:00:00,18,7,8,3,5,13,5,11
2015-01-09 05:00:00,29,8,14,8,9,12,14,12
2015-01-09 06:00:00,43,20,25,9,26,19,26,24
2015-01-09 07:00:00,64,36,40,19,21,22,44,36
2015-01-09 08:00:00,53,66,48,22,26,24,39,48
2015-01-09 09:00:00,112,85,58,31,49,41,45,63
2015-01-09 10:00:00,86,53,42,23,38,42,32,66
2015-01-09 11:00:00,45,42,38,20,31,32,36,69
2015-01-09 12:00:00,40,35,31,18,46,22,44,85
2015-01-09 13:00:00,38,36,46,30,45,39,44,88
2015-01-09 14:00:00,46,43,42,29,50,31,57,96
2015-01-09 15:00:00,56,39,44,26,46,29,57,102
2015-01-09 16:00:00,60,57,59,38,63,31,87,142
2015-01-09 17:00:00,69,54,76,44,71,32,112,216
2015-01-09 18:00:00,105,99,100,49,129,58,136,276
2015-01-09 19:00:00,150,127,127,104,135,76,124,249
2015-01-09 20:00:00,164,137,103,83,124,108,112,206
2015-01-09 21:00:00,157,96,103,80,105,108,87,155
2015-01-09 22:00:00,198,97,91,93,132,127,65,159
2015-01-09 23:00:00,281,97,133,129,113,178,95,166
2015-01-10 00:00:00,226,110,106,139,78,177,75,138
2015-01-10 01:00:00,187,50,54,113,72,168,44,71
2015-01-10 02:00:00,147,40,21,111,35,163,28,57
2015-01-10 03:00:00,103,29,17,42,25,74,9,35
2015-01-10 04:00:00,50,26,15,18,16,39,13,16
2015-01-10 05:00:00,21,12,10,4,12,6,6,10
2015-01-10 06:00:00,19,13,15,14,9,9,7,11
2015-01-10 07:00:00,20,23,24,10,14,15,12,13
2015-01-10 08:00:00,34,16,25,8,13,12,16,23
2015-01-10 09:00:00,33,33,33,16,16,17,13,24
2015-01-10 10:00:00,67,35,43,21,38,28,26,26
2015-01-10 11:00:00,70,45,46,27,52,26,43,55
2015-01-10 12:00:00,90,51,45,36,61,36,51,76
2015-01-10 13:00:00,95,53,41,34,55,66,47,84
2015-01-10 14:00:00,97,54,64,59,81,62,54,80
2015-01-10 15:00:00,98,58,70,59,82,65,70,89
2015-01-10 16:00:00,133,75,84,78,104,99,105,150
2015-01-10 17:00:00,130,79,77,71,125,83,120,157
2015-01-10 18:00:00,161,115,107,71,104,81,111,137
2015-01-10 19:00:00,215,157,152,101,145,100,113,179
2015-01-10 20:00:00,228,171,159,126,121,119,111,173
2015-01-10 21:00:00,249,147,134,97,118,115,113,178
2015-01-10 22:00:00,282,107,119,151,139,140,99,202
2015-01-10 23:00:00,396,156,153,206,130,181,92,220
2015-01-11 00:00:00,439,136,182,272,112,253,97,142
2015-01-11 01:00:00,388,80,85,226,84,264,36,97
2015-01-11 02:00:00,198,39,46,117,88,255,38,49
2015-01-11 03:00:00,136,23,21,57,35,142,14,51
2015-01-11 04:00:00,48,10,17,20,23,57,5,21
2015-01-11 05:00:00,27,13,16,11,1,15,9,8
2015-01-11 06:00:00,14,8,12,5,11,6,4,8
2015-01-11 07:00:00,15,14,7,5,11,9,3,14
2015-01-11 08:00:00,26,12,13,8,11,15,10,13
2015-01-11 09:00:00,30,19,21,10,21,22,14,19
2015-01-11 10:00:00,57,29,21,17,25,30,22,28
2015-01-11 11:00:00,57,47,41,35,34,35,30,50
2015-01-11 12:00:00,85,44,40,40,31,42,42,61
2015-01-11 13:00:00,73,53,45,34,42,39,43,78
2015-01-11 14:00:00,61,46,45,45,57,56,50,61
2015-01-11 15:00:00,73,35,57,31,52,40,54,60
2015-01-11 16:00:00,100,54,60,49,67,60,61,89
2015-01-11 17:00:00,84,61,54,40,85,58,79,70
2015-01-11 18:00:00,91,68,61,50,65,57,55,88
2015-01-11 19:00:00,97,66,48,41,65,53,52,82
2015-01-11 20:00:00,71,46,42,41,38,57,25,79
2015-01-11 21:00:00,75,36,25,47,45,54,31,72
2015-01-11 22:00:00,78,38,39,31,51,51,33,55
2015-01-11 23:00:00,55,37,21,39,26,32,19,51
2015-01-12 00:00:00,35,16,13,9,19,18,8,13
2015-01-12 01:00:00,18,8,3,7,13,19,3,11
2015-01-12 02:00:00,8,1,5,6,5,14,3,2
2015-01-12 03:00:00,4,1,3,3,7,9,1,7
2015-01-12 04:00:00,16,3,1,8,10,11,4,9
2015-01-12 05:00:00,30,23,8,12,12,23,11,12
2015-01-12 06:00:00,55,37,29,22,21,25,27,25
2015-01-12 07:00:00,85,42,52,27,29,33,44,49
2015-01-12 08:00:00,92,105,80,33,49,39,66,47
2015-01-12 09:00:00,119,97,68,38,41,48,52,69
2015-01-12 10:00:00,79,48,53,31,40,38,42,69
2015-01-12 11:00:00,38,36,32,26,39,24,37,76
2015-01-12 12:00:00,49,41,58,32,51,27,53,84
2015-01-12 13:00:00,50,30,38,31,47,41,54,100
2015-01-12 14:00:00,46,54,58,36,61,41,70,119
2015-01-12 15:00:00,37,33,65,35,54,33,41,115
2015-01-12 16:00:00,50,41,47,24,46,25,61,135
2015-01-12 17:00:00,38,61,51,33,53,29,66,151
2015-01-12 18:00:00,48,60,73,46,99,42,98,198
2015-01-12 19:00:00,54,62,61,40,87,42,83,156
2015-01-12 20:00:00,46,60,56,55,73,35,52,140
2015-01-12 21:00:00,64,56,39,55,69,51,62,125
2015-01-12 22:00:00,75,37,34,49,47,43,56,124
2015-01-12 23:00:00,52,29,33,47,21,32,24,75
2015-01-13 00:00:00,58,35,19,23,20,24,22,57
2015-01-13 01:00:00,14,11,7,14,6,12,10,22
2015-01-13 02:00:00,14,5,7,4,5,14,2,8
2015-01-13 03:00:00,10,1,1,5,5,5,5,2
2015-01-13 04:00:00,7,2,6,2,3,6,3,5
2015-01-13 05:00:00,18,13,12,5,12,8,11,11
2015-01-13 06:00:00,41,20,17,13,17,23,20,22
2015-01-13 07:00:00,60,63,48,30,24,29,44,43
2015-01-13 08:00:00,100,67,63,25,36,34,49,54
2015-01-13 09:00:00,97,94,50,29,39,37,55,76
2015-01-13 10:00:00,60,37,46,20,34,29,36,56
2015-01-13 11:00:00,30,31,22,11,44,27,40,64
2015-01-13 12:00:00,31,39,39,14,42,23,47,82
2015-01-13 13:00:00,38,31,37,22,49,19,53,86
2015-01-13 14:00:00,54,56,42,38,55,27,63,124
2015-01-13 15:00:00,48,39,47,42,50,34,61,130
2015-01-13 16:00:00,32,46,39,34,61,19,69,148
2015-01-13 17:00:00,53,63,74,49,88,40,88,228
2015-01-13 18:00:00,68,88,112,67,101,37,137,257
2015-01-13 19:00:00,92,82,97,59,144,44,123,223
2015-01-13 20:00:00,92,85,80,70,117,71,93,241
2015-01-13 21:00:00,142,73,77,83,110,93,76,227
2015-01-13 22:00:00,100,64,83,79,88,77,62,173
2015-01-13 23:00:00,104,36,48,66,44,54,55,88
2015-01-14 00:00:00,66,24,22,29,33,37,31,58
2015-01-14 01:00:00,41,14,11,11,11,25,13,32
2015-01-14 02:00:00,16,8,5,11,4,24,4,10
2015-01-14 03:00:00,11,1,2,4,5,9,4,12
2015-01-14 04:00:00,14,6,2,11,12,10,8,9
2015-01-14 05:00:00,26,17,10,5,9,16,5,15
2015-01-14 06:00:00,58,27,23,27,22,26,17,20
2015-01-14 07:00:00,78,58,57,20,39,31,41,42
2015-01-14 08:00:00,104,68,55,33,37,44,57,59
2015-01-14 09:00:00,104,81,57,25,43,53,68,65
2015-01-14 10:00:00,72,52,36,20,40,40,44,52
2015-01-14 11:00:00,38,36,52,22,38,29,41,74
2015-01-14 12:00:00,45,44,42,21,40,25,39,70
2015-01-14 13:00:00,41,36,48,26,52,25,53,101
2015-01-14 14:00:00,45,45,47,24,51,34,50,120
2015-01-14 15:00:00,49,44,42,39,53,27,72,88
2015-01-14 16:00:00,57,56,61,41,69,35,75,156
2015-01-14 17:00:00,51,63,62,42,69,43,96,217
2015-01-14 18:00:00,59,77,103,59,128,39,116,261
2015-01-14 19:00:00,94,88,111,59,113,54,102,232
2015-01-14 20:00:00,96,68,73,63,91,63,95,185
2015-01-14 21:00:00,120,51,87,85,102,74,81,173
2015-01-14 22:00:00,122,53,69,70,75,65,59,137
2015-01-14 23:00:00,88,43,39,71,41,94,51,96
2015-01-15 00:00:00,52,21,16,24,25,37,23,46
2015-01-15 01:00:00,38,19,6,17,15,29,17,24
2015-01-15 02:00:00,17,10,3,6,9,21,5,10
2015-01-15 03:00:00,16,6,3,7,5,5,3,4
2015-01-15 04:00:00,11,9,0,3,6,15,2,13
2015-01-15 05:00:00,23,18,10,5,11,11,13,7
2015-01-15 06:00:00,46,31,26,19,24,27,21,23
2015-01-15 07:00:00,84,56,39,28,30,31,44,32
2015-01-15 08:00:00,117,101,68,40,34,44,50,61
2015-01-15 09:00:00,127,84,48,38,54,46,55,55
2015-01-15 10:00:00,88,46,41,27,39,39,34,55
2015-01-15 11:00:00,38,34,42,19,38,27,29,59
2015-01-15 12:00:00,38,28,41,17,49,19,41,92
2015-01-15 13:00:00,44,40,42,28,47,29,47,92
2015-01-15 14:00:00,49,27,42,28,37,32,70,110
2015-01-15 15:00:00,44,47,66,39,68,43,65,138
2015-01-15 16:00:00,45,53,67,34,69,25,67,142
2015-01-15 17:00:00,64,60,76,47,77,48,80,217
2015-01-15 18:00:00,71,84,95,61,109,47,109,255
2015-01-15 19:00:00,118,108,111,79,133,66,123,213
2015-01-15 20:00:00,116,78,95,85,121,62,102,198
2015-01-15 21:00:00,121,99,80,98,126,88,83,217
2015-01-15 22:00:00,128,70,76,86,102,82,78,154
2015-01-15 23:00:00,137,58,52,90,78,80,65,108
2015-01-16 00:00:00,68,32,39,43,50,73,36,88
2015-01-16 01:00:00,57,27,14,26,27,52,18,44
2015-01-16 02:00:00,26,14,10,14,14,28,8,17
2015-01-16 03:00:00,30,7,5,13,6,15,4,4
2015-01-16 04:00:00,27,13,13,9,11,17,9,13
2015-01-16 05:00:00,26,18,23,8,14,16,12,18
2015-01-16 06:00:00,38,32,26,11,16,25,25,19
2015-01-16 07:00:00,66,51,27,25,28,23,35,32
2015-01-16 08:00:00,108,93,53,30,31,43,55,55
2015-01-16 09:00:00,135,102,79,56,51,42,37,71
2015-01-16 10:00:00,72,50,50,17,33,28,26,53
2015-01-16 11:00:00,57,41,31,19,52,22,35,68
2015-01-16 12:00:00,61,42,38,20,36,22,43,80
2015-01-16 13:00:00,43,38,49,25,57,38,45,66
2015-01-16 14:00:00,39,46,49,33,59,35,64,107
2015-01-16 15:00:00,50,33,45,33,46,26,62,114
2015-01-16 16:00:00,63,50,74,46,80,34,73,172
2015-01-16 17:00:00,76,55,86,49,104,48,112,224
2015-01-16 18:00:00,112,82,85,73,142,67,119,226
2015-01-16 19:00:00,145,151,108,95,131,88,125,264
2015-01-16 20:00:00,185,120,114,78,134,96,114,194
2015-01-16 21:00:00,200,100,101,94,121,131,90,183
2015-01-16 22:00:00,255,95,114,103,112,142,80,186
2015-01-16 23:00:00,300,114,104,158,145,190,92,169
2015-01-17 00:00:00,243,97,130,138,86,202,81,135
2015-01-17 01:00:00,192,72,52,98,65,175,33,81
2015-01-17 02:00:00,147,44,42,79,47,119,23,50
2015-01-17 03:00:00,106,27,26,34,30,91,14,26
2015-01-17 04:00:00,55,26,14,22,15,38,10,28
2015-01-17 05:00:00,15,22,11,10,12,13,14,22
2015-01-17 06:00:00,23,15,19,11,15,9,3,14
2015-01-17 07:00:00,20,16,18,7,8,11,14,9
2015-01-17 08:00:00,37,27,21,6,15,21,21,14
2015-01-17 09:00:00,49,28,29,7,25,21,20,40
2015-01-17 10:00:00,58,48,28,22,30,31,27,39
2015-01-17 11:00:00,51,51,48,19,44,49,35,63
2015-01-17 12:00:00,88,51,51,32,54,50,43,70
2015-01-17 13:00:00,67,68,52,31,60,61,53,83
2015-01-17 14:00:00,84,47,60,29,63,59,64,67
2015-01-17 15:00:00,78,53,33,52,83,64,65,103
2015-01-17 16:00:00,111,59,68,65,84,70,103,119
2015-01-17 17:00:00,120,81,85,68,109,91,137,147
2015-01-17 18:00:00,140,95,84,62,122,85,105,113
2015-01-17 19:00:00,167,134,121,93,123,88,95,150
2015-01-17 20:00:00,184,118,107,83,110,105,79,151
2015-01-17 21:00:00,182,96,87,86,96,90,71,112
2015-01-17 22:00:00,223,110,105,106,125,140,82,148
2015-01-17 23:00:00,302,130,115,175,135,143,79,145
2015-01-18 00:00:00,312,91,89,184,122,195,67,131
2015-01-18 01:00:00,246,77,49,121,71,230,60,84
2015-01-18 02:00:00,184,48,35,85,75,200,38,65
2015-01-18 03:00:00,100,43,16,42,40,141,11,48
2015-01-18 04:00:00,57,18,10,15,24,61,9,12
2015-01-18 05:00:00,16,7,6,10,10,16,3,10
2015-01-18 06:00:00,17,10,5,5,5,9,5,7
2015-01-18 07:00:00,22,8,8,3,9,11,8,8
2015-01-18 08:00:00,16,17,12,7,18,7,11,12
2015-01-18 09:00:00,34,27,24,9,23,20,16,21
2015-01-18 10:00:00,69,49,44,27,48,27,28,34
2015-01-18 11:00:00,96,68,59,43,63,58,45,77
2015-01-18 12:00:00,121,80,95,51,75,67,61,101
2015-01-18 13:00:00,151,106,77,65,94,78,78,113
2015-01-18 14:00:00,191,101,97,70,118,102,104,133
2015-01-18 15:00:00,188,96,102,97,107,93,110,155
2015-01-18 16:00:00,184,93,84,79,109,104,103,128
2015-01-18 17:00:00,157,89,76,70,113,101,81,134
2015-01-18 18:00:00,161,128,106,74,97,80,82,129
2015-01-18 19:00:00,135,93,75,53,77,77,50,98
2015-01-18 20:00:00,117,78,60,67,44,55,50,85
2015-01-18 21:00:00,139,100,70,58,61,61,33,102
2015-01-18 22:00:00,140,88,67,75,59,76,35,68
2015-01-18 23:00:00,112,38,48,61,48,48,38,56
2015-01-19 00:00:00,72,28,24,47,28,53,18,43
2015-01-19 01:00:00,70,18,14,22,25,38,11,23
2015-01-19 02:00:00,31,10,8,22,20,29,8,17
2015-01-19 03:00:00,30,8,4,12,13,11,6,3
2015-01-19 04:00:00,12,10,3,5,10,12,4,14
2015-01-19 05:00:00,16,12,5,6,7,5,7,7
2015-01-19 06:00:00,32,16,6,9,11,15,12,8
2015-01-19 07:00:00,42,17,16,11,10,16,10,16
2015-01-19 08:00:00,46,35,21,17,25,22,26,26
2015-01-19 09:00:00,42,32,48,17,25,33,28,28
2015-01-19 10:00:00,49,36,29,20,28,27,23,38
2015-01-19 11:00:00,57,29,31,27,28,31,32,47
2015-01-19 12:00:00,56,35,38,27,37,33,38,55
2015-01-19 13:00:00,47,31,32,29,40,29,31,66
2015-01-19 14:00:00,59,45,24,25,47,38,45,66
2015-01-19 15:00:00,63,39,51,37,61,28,55,58
2015-01-19 16:00:00,61,41,46,27,62,39,64,86
2015-01-19 17:00:00,56,47,50,36,50,43,65,101
2015-01-19 18:00:00,88,52,63,52,67,50,59,98
2015-01-19 19:00:00,67,60,48,43,71,43,52,98
2015-01-19 20:00:00,89,39,39,44,48,38,43,74
2015-01-19 21:00:00,69,39,50,47,49,41,31,64
2015-01-19 22:00:00,78,28,32,46,36,52,37,79
2015-01-19 23:00:00,49,28,15,29,26,39,21,38
2015-01-20 00:00:00,36,13,10,10,20,22,12,20
2015-01-20 01:00:00,28,6,5,8,6,10,9,9
2015-01-20 02:00:00,11,2,3,8,10,17,5,5
2015-01-20 03:00:00,4,1,2,2,3,3,3,3
2015-01-20 04:00:00,15,5,12,7,8,7,5,13
2015-01-20 05:00:00,24,16,16,14,8,14,8,18
2015-01-20 06:00:00,41,36,22,12,18,28,19,26
2015-01-20 07:00:00,72,49,52,28,32,33,38,40
2015-01-20 08:00:00,109,74,43,31,38,44,44,45
2015-01-20 09:00:00,134,62,61,27,38,56,42,64
2015-01-20 10:00:00,46,31,44,20,35,29,23,58
2015-01-20 11:00:00,44,31,20,18,36,21,39,67
2015-01-20 12:00:00,35,31,36,12,32,15,57,60
2015-01-20 13:00:00,34,43,39,27,35,16,44,77
2015-01-20 14:00:00,33,36,45,25,45,17,60,86
2015-01-20 15:00:00,34,41,44,22,57,24,50,87
2015-01-20 16:00:00,41,35,55,34,44,20,61,139
2015-01-20 17:00:00,40,47,54,32,68,23,86,150
2015-01-20 18:00:00,65,57,82,44,99,36,94,212
2015-01-20 19:00:00,65,60,67,43,93,44,90,179
2015-01-20 20:00:00,82,63,61,65,94,44,78,132
2015-01-20 21:00:00,90,61,85,57,78,80,66,157
2015-01-20 22:00:00,112,52,64,42,75,81,58,149
2015-01-20 23:00:00,77,32,39,37,50,57,42,84
